Nom,Type_1,Type_2,Icône,Description,Niveau,Attribut,ATK,DEF,Prix
Vernusylphe des Collines Florissantes,Monstre,[ Elfe / Effet ],,"Les monstres ""Vernusylphe"" que vous contrôlez ne peuvent pas être détruits par des effets de carte. Vous pouvez défausser cette carte, et 1 monstre ou 1 carte ""Vernusylphe"" ; ajoutez 1 carte ""Vernusylphe"" (""Vernusylphe des Collines Florissantes"" exclu) depuis votre Deck à votre main, puis vous pouvez Invoquer Spécialement 1 monstre TERRE depuis votre Cimetière, et aussi, vous ne pouvez pas activer d'effets de monstre non-TERRE le reste de ce tour. Vous ne pouvez utiliser cet effet de ""Vernusylphe des Collines Florissantes"" qu'une fois par tour.",4.0,Terre,200,2000,5
Vernusylphe des Forêts en Éveil,Monstre,[ Elfe / Effet ],,"Vous pouvez défausser cette carte, et 1 monstre ou 1 carte ""Vernusylphe"" ; envoyez 1 monstre TERRE qui est Invocable/Posable Normalement depuis votre Deck au Cimetière, puis vous pouvez Invoquer Spécialement 1 monstre TERRE depuis votre Cimetière de nom différent du monstre, et aussi, vous ne pouvez pas activer d'effets de monstre non-TERRE le reste de ce tour. Vous pouvez cibler 1 monstre ""Vernusylphe"" que vous contrôlez ; jusqu'à la fin de ce tour, son ATK sera doublée. Vous ne pouvez utiliser chaque effet de ""Vernusylphe des Forêts en Éveil"" qu'une fois par tour",4.0,Terre,900,1800,1
Vernusylphe des Montagnes Fondantes,Monstre,[ Elfe / Effet ],,"Vous pouvez défausser cette carte, et 1 monstre ou 1 carte ""Vernusylphe"" ; piochez 1 carte, puis vous pouvez Invoquer Spécialement 1 monstre TERRE depuis votre Cimetière, et aussi, vous ne pouvez pas activer d'effets de monstre non-TERRE le reste de ce tour. Vous pouvez cibler 1 monstre ""Vernusylphe"" que vous contrôlez ; durant chaque Battle Phase ce tour, il peut faire une seconde attaque. Vous ne pouvez utiliser chaque effet de ""Vernusylphe des Montagnes Fondantes"" qu'une fois par tour.",3.0,Terre,1100,0,"0,35"
Vernusylphe des Semis Brumisants,Monstre,[ Elfe / Effet ],,"Tous les monstres sur le Terrain (monstres ""Vernusylphe"" exclus) perdent 600 ATK. Vous pouvez défausser cette carte, et 1 monstre ou 1 carte ""Vernusylphe"" ; vous ne pouvez pas activer d'effets de monstre non-TERRE le reste de ce tour, et aussi, ajoutez 1 monstre TERRE Elfe (""Vernusylphe des Semis Brumisants"" exclu) depuis votre Deck à votre main, puis vous pouvez Invoquer Spécialement 1 monstre TERRE depuis votre Cimetière. Vous ne pouvez utiliser cet effet de ""Vernusylphe des Semis Brumisants"" qu'une fois par tour.",3.0,Terre,400,800,"0,75"
Vers Aiguillon,Monstre,[ Insecte / Effet ],,FLIP: Défaussez 5 cartes du dessus du Deck de votre adversaire vers le Cimetière.,2.0,Terre,750,600,0
"Versago, le Destructeur",Monstre,[ Démon / Effet ],,"Vous pouvez substituer cette carte à 1 Monstre-Matériel de Fusion. Lorsque vous le faites, le ou les autres Monstres-Matériel de Fusion doivent correspondre à ceux listés sur la carte.",3.0,Ténèbres,1100,900,0
"Vespasius, Bête Gladiateur",Monstre,[ Serpent de Mer / Effet ],,"Au début de la Damage Step, si votre monstre ""Bête Gladiateur"" combat un monstre : vous pouvez Invoquer Spécialement cette carte depuis votre main. Vous ne pouvez utiliser cet effet de ""Vespasius, Bête Gladiateur"" qu'une fois par tour. Tant que vous contrôlez cette carte, Invoquée Spécialement par l'effet d'un monstre ""Bête Gladiateur"", tous les monstres que vous contrôlez gagnent 500 ATK. À la fin de la Battle Phase, si cette carte a combattu : vous pouvez mélanger cette carte dans le Deck ; Invoquez Spécialement 1 monstre ""Bête Gladiateur"" (""Vespasius, Bête Gladiateur"" exclu) depuis votre Deck.",7.0,Eau,2300,0,"0,25"
Vespenato la Guêpe Foreuse,Monstre,[ Machine / Xyz / Effet ],,"2 monstres de Niveau 5
 Une fois par tour, vous pouvez aussi Invoquer par Xyz ""Vespenato la Guêpe Foreuse"" en utilisant 1 Monstre Xyz de Rang 4 que vous contrôlez comme Matériel. (Transférez ses Matériels à cette carte.) Cette carte ne peut pas être utilisée comme Matériel pour une Invocation Xyz le tour où elle a été Invoquée par Xyz. Si cette carte attaque un monstre en Position de Défense, infligez des dommages de combat perçants. Si cette carte Invoquée par Xyz contrôlée par son propriétaire est détruite par une carte de l'adversaire : vous pouvez cibler 1 monstre de max. Niveau 5 dans votre Cimetière ; Invoquez-le Spécialement. Vous ne pouvez utiliser cet effet de ""Vespenato la Guêpe Foreuse"" qu'une fois par tour.",5.0,Terre,2500,2100,"0,25"
Vétéran Chevaliardent,Monstre,[ Guerrier / Pendule ],,"Pendule : 7
 Si vous avez une carte ""Chevaliardent” dans votre autre Zone Pendule : vous pouvez détruire les deux cartes dans vos Zones Pendule, et si vous le faites, ajoutez 1 monstre FEU de Type Guerrier depuis votre Deck ou Cimetière à votre main.
 ----------------------------------------------------------------------------------------------------------
 Ce leader grisonnant de la division des gardes du corps veille sur la Cavalière et est l'un des rares a se plaindre de son insouciance (en grande partie auprès du Galant qui est le seul à le comprendre).",6.0,Feu,1300,2700,"0,25"
Veuve du Crâne Serviteur,Monstre,[ Zombie / Effet ],,"Les monstres de Type Zombie de max. Niveau 3 face recto sur le Terrain (""Veuve du Crâne Serviteur"" exclu) ne peuvent pas être détruits au combat et ne sont pas affectés par des effets de Magie/Piège. Le nom de cette carte devient ""Crâne Serviteur"" tant qu'elle est dans le Cimetière.",3.0,Ténèbres,0,2200,0
Vic Viper T301,Monstre,[ Machine / Effet ],,"Lorsqu'une attaque est déclarée impliquant votre monstre face recto et un monstre de l'adversaire : vous pouvez Invoquer Spécialement cette carte depuis votre main ou Cimetière, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser cet effet de ""Vic Viper T301"" qu'une fois par tour. Les autres monstres LUMIÈRE Machine que vous contrôlez gagnent 1200 ATK.",4.0,Lumière,1200,800,"0,5"
Vicomte de la Tension Vaylantz,Monstre,[ Machine / Pendule / Effet ],,"Durant votre Main Phase : vous pouvez Invoquer Spécialement cette carte dans votre Zone Monstre Main dans sa même colonne, et aussi, vous ne pouvez pas Invoquer Spécialement de monstres non-""Vaylantz"" le reste de ce tour, sauf depuis l'Extra Deck. Vous ne pouvez utiliser cet effet de ""Vicomte de la Tension Vaylantz"" qu'une fois par tour.-----------------------------------------------------------------------------------------------------------------------------------------Durant votre Main Phase, si vous contrôlez cette carte Invoquée Spécialement : vous pouvez placer 1 Monstre Pendule ""Vaylantz"" face recto depuis votre Extra Deck, face recto dans votre Zone Magie & Piège comme Magie Continue. Si cette carte dans la Zone Monstre est déplacée dans une autre Zone Monstre : vous pouvez placer 1 Monstre Pendule ""Vaylantz"" face recto depuis votre Extra Deck dans votre Zone Pendule. Vous ne pouvez utiliser chaque effet de ""Vicomte de la Tension Vaylantz"" qu'une fois par tour.",4.0,Feu,1400,1400,"0,5"
Victoria,Monstre,[ Elfe / Effet ],,"Une fois par tour, vous pouvez sélectionner 1 monstre de Type Dragon dans le Cimetière de votre adversaire et l'Invoquer Spécialement sur votre Terrain. Votre adversaire ne peut pas sélectionner un autre monstre de Type Elfe face recto comme cible d'attaque.",4.0,Lumière,1800,1500,0
"Victorica, Ange de la Bravoure",Monstre,[ Elfe / Effet ],,"Si cette carte est Invoquée Spécialement : vous pouvez Invoquer Spécialement 1 monstre LUMIÈRE de min. Niveau 5 depuis votre main, mais vous perdez des LP égaux à son ATK d'origine, et aussi, son ATK sera doublée jusqu'à la fin de ce tour. Si cette carte dans la Zone Monstre est détruite : vous pouvez bannir 1 autre monstre Elfe depuis votre Cimetière ; ajoutez 1 monstre Elfe du même Niveau que le monstre depuis votre Deck à votre main. Vous ne pouvez utiliser chaque effet de ""Victorica, Ange de la Bravoure"" qu'une fois par tour.",4.0,Lumière,1400,800,1
Vide Marionnette de l'Ombre Hel,Monstre,[ Démon / Flip / Effet ],,"FLIP : Vous pouvez cibler 1 monstre face recto contrôlé par votre adversaire ; envoyez 1 monstre ""Marionnette de l'Ombre"" du même Attribut que celui-ci depuis votre Extra Deck au Cimetière, et si vous le faites, bannissez le monstre. Si cette carte est envoyée au Cimetière par un effet de carte : vous pouvez envoyer un nombre de cartes du dessus de votre Deck au Cimetière, égal au nombre d'Attributs d'origine différents parmi les monstres sur le Terrain. Vous ne pouvez utiliser qu'1 effet de ""Vide Marionnette de l'Ombre Hel"" par tour, et uniquement une fois le tour.",9.0,Feu,2900,2900,5
Vidéon Morphtronique,Monstre,[ Machine / Effet ],,"- En Position d'Attaque : Cette carte gagne 800 points d'ATK pour chaque Carte d'Equipement équipée sur elle.
 - En Position de Défense : Cette carte gagne 800 points de DEF pour chaque Carte d'Equipement équipée sur elle.",4.0,Lumière,1000,1000,0
Videur Cactus,Monstre,[ Plante / Effet ],,"Cette carte ne peut pas être Invoquée Spécialement. Lorsqu'un monstre de Type Plante autre que cette carte est face recto sur le Terrain, aucun joueur ne peut Invoquer Spécialement de monstres.",4.0,Terre,1800,300,"0,5"
Vierge Macabre,Monstre,[ Magicien / Effet ],,"Chaque fois que cette carte détruit un monstre de l'adversaire au combat, placez 1 Compteur Magie sur elle. Cette carte gagne 200 points d'ATK pour chaque Compteur Magie sur elle.",4.0,Ténèbres,1700,0,0
Vierge Solairvigne,Monstre,[ Plante / Effet ],,"Lorsque votre adversaire active une carte ou un effet qui cible un ou plusieurs monstres Plante que vous contrôlez qui ont été Invoqués Spécialement depuis l'Extra Deck (Effet Rapide) : vous pouvez Invoquer Spécialement cette carte depuis votre main, et si vous le faites, annulez l'effet. Vous ne pouvez utiliser cet effet de ""Vierge Solairvigne"" qu'une fois par tour. Votre adversaire ne peut pas cibler de Magies/Pièges ""Solairavalon"" ou ""Solairvigne"" que vous contrôlez avec des effets de carte.",1.0,Terre,0,0,1
Vieux Magicien Vindicatif,Monstre,[ Magicien / Flip / Effet ],,FLIP: Détruisez 1 monstre sur le Terrain de votre adversaire.,2.0,Ténèbres,450,600,"0,5"
Vijam la Graine Cubique,Monstre,[ Démon / Effet ],,"Non destructible au combat. À la fin de la Damage Step, si cette carte a combattu un monstre de votre adversaire : vous pouvez placer cette carte face recto dans votre Zone Magie & Piège comme une Carte Magie Continue, et si vous le faites, placez 1 Compteur Cubique sur le monstre de votre adversaire. (Les monstres avec un Compteur Cubique ne peuvent pas attaquer, et aussi, annulez leurs effets.) Si cette carte est traitée comme une Carte Magie Continue par cet effet, durant votre Main Phase : vous pouvez Invoquer Spécialement cette carte depuis votre Zone Magie & Piège.",1.0,Ténèbres,0,0,0
Vimana Chronomal,Monstre,[ Machine / Xyz / Effet ],,"2 monstres de Niveau 5
 Une fois par tour (Effet Rapide) : vous pouvez cibler 1 monstre face recto sur le Terrain et 1 monstre ""Chronomal"" ou Monstre Xyz dans votre Cimetière ; le monstre sur le Terrain gagne la moitié de l'ATK du monstre dans le Cimetière (jusqu'à la fin de ce tour), puis attachez le monstre depuis le Cimetière à cette carte comme Matériel. Une fois par tour, lorsque votre adversaire active un effet de monstre (Effet Rapide) : vous pouvez détacher 2 Matériels de cette carte ; annulez l'activation.",5.0,Lumière,2300,2600,"0,25"
Vindikite Genex-R,Monstre,[ Machine / Synchro / Effet ],,"1 Syntoniseur ""Genex"" + 1 monstre non Syntoniseur VENT ou plus
 
 Votre adversaire ne peut pas sélectionner cette carte comme cible d'une attaque. Si cette carte détruit un monstre de l'adversaire au combat, vous pouvez ajouter 1 monstre ""Genex"" depuis votre Deck à votre main.",8.0,Vent,2400,1000,0
Vipère Reptilia,Monstre,[ Reptile / Syntoniseur / Effet ],,"Lorsque cette carte est Invoquée Normalement, vous pouvez sélectionner et prendre le contrôle d'1 monstre face recto avec 0 ATK contrôlé par votre adversaire.",2.0,Ténèbres,0,0,0
Virelangue,Monstre,[ Démon / Effet ],,"Si cette carte a été Invoquée par Invocation Sacrifice, lorsqu'elle est envoyée du Terrain au Cimetière, piochez 2 cartes et retirez-la du jeu.",6.0,Ténèbres,400,300,0
Vipère de la Victoire XX03,Monstre,[ Machine / Effet ],,"Si cette carte détruit un monstre de votre adversaire au combat : activez 1 de ces effets.
 •Cette carte gagne 400 ATK
 • Ciblez 1 Carte Magie/Piège face recto sur le Terrain ; détruisez la cible.
 • Invoquez Spécialement 1 "" Jeton Option "" . Son Type, Attribut, Niiveau et ATK/DEF sont toujours les mêmes que cette carte, mais il quitte le Terrain si cette carte n'est plus face recto sur le Terrain.",4.0,Lumière,1200,1000,"0,5"
Virgo de la Constellée,Monstre,[ Elfe / Effet ],,"Lorsque cette carte est Invoquée Normalement : vous pouvez Invoquer Spécialement 1 monstre ""Constellée"" de Niveau 5 depuis votre main en Position de Défense face recto.",5.0,Lumière,2300,1600,"0,75"
"Virgil, Star du Rock des Abysses Ardents",Monstre,[ Magicien / Synchro / Effet ],,"1 Syntoniseur + 1 monstre non-syntoniseur ou plus
 Vous ne pouvez contrôler qu'1 ""Virgile, Star du Rock des Abysses Ardents"". Une fois par tour : vous pouvez défausser 1 carte ""Abysses Ardents"", puis ciblez 1 carte contrôlée par votre adversaire ou dans son Cimetière ;mélangez-la dans le Deck.
 Si cette carte sur le Terrain est détruite au combat ou par un effet de carte, et envoyée au Cimetière : vous pouvez piocher 1 carte. Vous ne pouvez utiliser cet effet de ""Virgile, Star du Rock des Abysses Ardents"" qu'une fois par tour.",6.0,Lumière,2500,1000,10
Virus de Choc Tribal,Monstre,[ Tonnerre / Effet ],,Une fois par tour : vous pouvez bannir 1 monstre depuis votre main ; détruisez tous les monstres face recto sur le Terrain du même Type que ce monstre.,4.0,Eau,1700,1000,"0,3"
Virus Electrique,Monstre,[ Tonnerre / Effet ],,"Vous pouvez défausser cette carte au Cimetière, puis ciblez 1 monstre de Type Machine ou Dragon contrôlé par votre adversaire ; jusqu'à la End Phase, prenez le contrôle de la cible.",3.0,Lumière,1000,1000,"0,5"
Visage d’Oiseau,Monstre,[ Bête-Ailée / Effet ],,"Lorsque cette carte est envoyée dans le Cimetière à l'issue d'un combat, vous pouvez ajouter 1 ""Dame Harpie"" de votre Deck à votre main. Mélangez ensuite votre Deck.",4.0,Vent,1600,1600,"0,5"
Visage Nécro,Monstre,[ Zombie / Effet ],,"Lorsque cette carte est Invoquée par Invocation Normale, mélangez toutes les cartes retirées du jeu dans les decks de leurs propriétaires. Cette carte gagne 100 ATK pour chacune de ces cartes. Lorsque cette carte est retirée du jeu, les deux joueurs retirent du jeu les 5 cartes du dessus de leur Deck.",4.0,Ténèbres,1200,1800,1
Visas Starfrost,Monstre,[ Guerrier / Syntoniseur / Effet ],,"Si cette carte est dans votre main : vous pouvez cibler 1 monstre que vous contrôlez de Type et Attribut différents de cette carte ; détruisez le monstre, et si vous le faites, Invoquez Spécialement cette carte. Vous ne pouvez utiliser cet effet de ""Visas Starfrost"" qu'une fois par tour. Lorsque cette carte détruit un monstre de l'adversaire au combat : vous pouvez faire gagner à cette carte une ATK égale à la moitié de l'ATK ou DEF d'origine du monstre (la plus haute valeur, et en cas d'égalité, vous choisissez).",6.0,Lumière,2100,1500,25
Viser Des le Maléfique,Monstre,[ Démon / Effet ],,"Lorsque cette carte est Invoquée Normalement, sélectionnez 1 monstre contrôlé par votre adversaire. Détruisez ce monstre durant votre 3ème Standby Phase après l'Invocation. Cette carte ne peut pas être détruite au combat jusqu'à ce que l'effet soit résolu.",4.0,Ténèbres,500,1200,"0,5"
Vision Gishki,Monstre,[ Serpent de Mer / Effet ],,"Si vous Invoquez Rituellement un Monstre Rituel EAU, cette carte peut être utilisée comme l'unique Sacrifice. Vous pouvez défausser cette carte ; ajoutez 1 Monstre Rituel ""Gishki"" depuis votre Deck à votre main.",2.0,Eau,700,500,"0,25"
Visite Guidée Submareed,Monstre,[ Dinosaure / Effet ],,"Chaque tour, le premier Monstre Normal que vous contrôlez qui va être détruit au combat ou par un effet de carte n'est pas détruit. Si vous contrôlez un Monstre Normal : vous pouvez Invoquer Spécialement cette carte depuis votre main. Vous ne pouvez utiliser cet effet de ""Visite Guidée Submareed"" qu'une fois par tour.",6.0,Eau,2200,0,"0,25"
